,position,x,x+n,y,y+n,lon,lat,m_shoreline,m_transect,x_avg,y_avg,c_shoreline,c_transect,delta_y,delta_x,x_new,y_new,intersect_distance,transect_angle,avg_slope_change,shoreline_direction,year1,year2,island,proxy,id,square,prev_intersect_distance,previous
2951,157,2496662.0916860444,2496695.5862002578,-727974.8941093826,-728070.1743974049,-97.2535110448347,-71.25438473709943,-2.8446535278932217,0.35153665998143885,2496678.838943151,-728022.5342533938,6374163.732962593,-1605696.6743418057,331.6416018069878,943.4054525764069,2497622.2443957273,-727690.8926515868,96.28013958949913,19.368444358684904,1.3556247178919514e-10,70.6315556413151,2002.375,2016.7916666666667,Nanumea,WM,1,529947446453.5669,8.44181342037232,8.44181342037232
2933,139,2496574.284619533,2496582.0409992877,-727818.8138522415,-727721.0679118283,-97.25656270133419,-71.25555919828173,12.602005510801972,-0.07935244903224627,2496578.16280941,-727769.9408820348,-32189661.70675408,-529660.3494626821,79.10378904808074,996.86638550923,2495581.296423901,-727690.8370929868,2.6743733212703007,-4.537053372121825,18.96035319217542,274.5370533721218,2002.375,2016.7916666666667,Nanumea,WM,1,529720225797.28375,8.44181342037232,8.44181342037232
2932,138,2496561.386330118,2496574.284619533,-727918.5607482848,-727818.8138522415,-97.25396236738862,-71.2553601549197,7.733342990961693,-0.12931018334098787,2496567.8354748255,-727868.6873002632,-20034684.05922991,-405037.0427718003,128.2424493472419,991.7428468032527,2495576.092628022,-727740.4448509159,3.6873199527921336,-7.3680419712915795,7.052666289605064,277.3680419712916,2002.375,2016.7916666666667,Nanumea,WM,1,529865431081.8544,8.44181342037232,8.44181342037232
2908,114,2496492.914902829,2496552.9201907627,-728982.2747399822,-729062.0259116762,-97.22688692022074,-71.2526831144749,-1.329069061083956,0.7524063491361574,2496522.9175467957,-729022.1503258292,2589029.2196726687,-2607421.844251962,601.229917969765,799.0760825716595,2497321.9936293676,-728420.9204078594,-5.544490561748046,36.95803490920717,1.568867946273114,53.04196509079283,2002.375,2016.7916666666667,Nanumea,WM,1,531415156885.0789,3.2799957388661363,3.2799957388661363
2944,150,2496427.630086552,2496461.124600765,-727307.932093227,-727403.2123812493,-97.26787945908237,-71.25827812281491,-2.8446535279327696,0.3515366599765516,2496444.3773436584,-727355.5722372382,6374163.733061326,-1604947.29046587,331.6416018028843,943.4054525778496,2497387.782796236,-727023.9306354353,13.235288614117637,19.36844435843812,1.1365973161396703e-10,70.63155564156189,2002.375,2016.7916666666667,Nanumea,WM,1,528976828085.7262,7.775117872322583,7.775117872322583
2943,149,2496394.1355723385,2496427.630086552,-727212.6518052048,-727307.932093227,-97.26993260334042,-71.2588342226976,-2.8446535278932217,0.35153665998143885,2496410.8828294454,-727260.2919492159,6374163.732962598,-1604840.2356403943,331.6416018069878,943.4054525764069,2497354.288282022,-726928.650347409,1.3717384754601616,19.368444358684904,-13.46134851600326,70.6315556413151,2002.375,2016.7916666666667,Nanumea,WM,1,528838240945.55804,-10.411060613741858,-10.411060613741858
2914,120,2496841.0891991006,2496914.0062141414,-729418.7939195092,-729374.295217222,-97.21932775173134,-71.24857708312302,0.610265001417495,-1.6386323935949905,2496877.547706621,-729396.5445683656,-2253153.5247588577,3362067.8879437246,853.603028639784,520.9240534828357,2496356.623653138,-728542.9415397258,-6.8144691932506705,-58.605744390040684,52.42882742700333,328.6057443900407,2002.375,2016.7916666666667,Nanumea,WM,1,532051776922.9914,11.898227502697637,11.898227502697637
2920,126,2496974.7280112817,2496928.8952166373,-728955.5310327375,-728868.0030490233,-97.23209401094299,-71.24891452491546,-1.9097239082455633,0.5236359013375321,2496951.8116139593,-728911.7670408804,4039576.805335369,-2036405.3795117396,463.8862950697358,885.8947484021304,2496065.916865557,-729375.6533359501,6.558454508683905,27.63816876542368,-6.006814057582945,242.36183123457633,2002.375,2016.7916666666667,Nanumea,WM,1,531376166223.2203,10.882086583860739,10.882086583860739
2954,161,2496796.069742897,2496829.5642571105,-728356.0152614715,-728451.2955494937,-97.24530334697657,-71.25215940604605,-2.8446535278932217,0.35153665998143885,2496812.8170000035,-728403.6554054826,6374163.732962591,-1606124.8936925114,331.6416018069878,943.4054525764069,2497756.22245258,-728072.0138036757,27.73486737015914,19.368444358684904,-1.3556247178919514e-10,70.6315556413151,2002.375,2016.7916666666667,Nanumea,WM,1,530502484967.5689,38.85079137382684,38.85079137382684
2953,160,2496762.575228684,2496796.069742897,-728260.7349734493,-728356.0152614715,-97.24735507888596,-71.25271577556244,-2.8446535279327696,0.3515366599765516,2496779.3224857906,-728308.3751174604,6374163.733061334,-1606017.8388426327,331.6416018028843,943.4054525778496,2497722.7279383685,-727976.7335156575,33.32083677165069,19.36844435843812,1.24610402067504e-10,70.63155564156189,2002.375,2016.7916666666667,Nanumea,WM,1,530363698104.0685,13.184476080417653,13.184476080417653
2911,117,2496647.391906608,2496689.058732091,-729237.2561623486,-729328.188558866,-97.22200978535339,-71.2506754106677,-2.18236919811407,0.4582176108717839,2496668.225319349,-729282.7223606072,4719369.110486459,-1873300.0717059362,416.56776826356037,909.1046663855141,2497577.3299857345,-728866.1545923437,6.740793316528145,24.618085183910416,27.418386774067866,65.38191481608958,2002.375,2016.7916666666667,Nanumea,WM,1,531786975775.19073,0.1151926557521229,0.1151926557521229
2912,118,2496689.058732091,2496750.6826087655,-729328.188558866,-729406.9742411363,-97.22014414085595,-71.25006663018367,-1.2784927940572104,0.782171009995737,2496719.8706704285,-729367.5814000012,2462670.782031592,-2682229.484318716,616.094435584185,787.6722963531246,2497507.5429667816,-728751.486964417,0.26136276257615054,38.03148703653924,46.22227489284941,51.96851296346076,2002.375,2016.7916666666667,Nanumea,WM,1,531919606626.5568,0.1151926557521229,0.1151926557521229
2915,121,2496914.0062141414,2496969.8839941774,-729374.295217222,-729308.3623010573,-97.22112063032667,-71.24812952765603,1.1799487403055546,-0.8474944426323504,2496941.9451041594,-729341.3287591396,-3675604.8315008935,1386803.0932922468,646.5380415097261,762.8817476390216,2496179.0633565206,-728694.79071763,-1.5187056368781977,-40.28109072253521,44.772913421547656,310.2810907225352,2002.375,2016.7916666666667,Nanumea,WM,1,531986862523.61926,11.898227502697637,11.898227502697637
2916,122,2496969.8839941774,2497025.7621448655,-729308.3623010573,-729234.5072377393,-97.22328506629228,-71.24788311432988,1.3217163132400878,-0.7565920084231809,2496997.823069521,-729271.4347693983,-4029594.191645371,1159937.1632150812,603.3591268518956,797.4696007024457,2496200.3534688186,-728668.0756425464,1.807349956688402,-37.110858109444955,33.81090525674183,307.11085810944496,2002.375,2016.7916666666667,Nanumea,WM,1,531890687322.2503,22.290874676476133,22.290874676476133
2917,123,2497025.7621448655,2497039.540809764,-729234.5072377393,-729135.2444438045,-97.22564619421473,-71.24766070144528,7.204093768542403,-0.1388099644630707,2497032.6514773145,-729184.875840772,-18718042.24019541,-382571.8622260787,137.4916754518007,990.5029223487716,2496042.148554966,-729047.3841653202,0.012788509165528122,-7.90272619855126,35.589262318896324,277.90272619855125,2002.375,2016.7916666666667,Nanumea,WM,1,531782966546.26843,21.671145463254266,21.671145463254266
2918,124,2497039.540809764,2497024.1221057987,-729135.2444438045,-729038.0709395772,-97.22824139058204,-71.24785168166339,-6.30231337507428,0.1586718940310095,2497031.8314577816,-729086.6576916908,15007990.45169091,-1125295.4278448175,156.7114133663404,987.6444364854814,2496044.187021296,-729243.3691050572,-3.1186538885426565,9.016066123450267,32.37451343744053,260.9839338765497,2002.375,2016.7916666666667,Nanumea,WM,1,531638204690.1265,21.671145463254266,21.671145463254266
2931,137,2496535.262088571,2496561.386330118,-728013.6457573914,-727918.5607482848,-97.25135334147309,-71.2552808872519,3.6397232408250146,-0.2747461644290653,2496548.3242093446,-727966.1032528381,-9814711.060720332,-42049.026864510146,264.92891909599217,964.267944000333,2495584.0562653444,-727701.1743337421,0.0013605121425462724,-15.362729203006413,-20.500317335170294,285.36272920300644,2002.375,2016.7916666666667,Nanumea,WM,1,530003868408.9685,2.4007506647284913,2.4007506647284913
2913,119,2496750.6826087655,2496841.0891991006,-729406.9742411363,-729418.7939195092,-97.21876856385838,-71.24933524145386,-0.13073912343130084,7.648819831084974,2496795.885903933,-729412.8840803227,-402983.97857036424,-19826954.770353705,991.5616636014469,129.6359027273356,2496925.5218066606,-728421.3224167213,-2.1880786644890864,82.55144695834232,57.550412046781275,7.448553041657667,2002.375,2016.7916666666667,Nanumea,WM,1,532034534071.60974,-1.4672088862108537,-1.4672088862108537
2919,125,2497024.1221057987,2496974.7280112817,-729038.0709395772,-728955.5310327375,-97.23050951381954,-71.24826957185418,-1.6710480806837045,0.5984268265882887,2496999.42505854,-728996.8009861573,3443609.2957262294,-2223268.242916721,513.5028217098098,858.0879046438444,2496141.337153896,-729510.3038078671,-0.6822053692092268,30.8974339152687,8.646137212217312,239.1025660847313,2002.375,2016.7916666666667,Nanumea,WM,1,531496508879.3,18.391667615431224,18.391667615431224
2922,128,2496912.894957164,2496917.6857603686,-728771.2437789502,-728679.755322387,-97.23608879303514,-71.24996733933833,19.096684345618904,-0.05236511123615114,2496915.290358766,-728725.4995506685,-48411528.637281395,-597974.2526237852,52.29346323887409,998.6317608120045,2495916.658597954,-728673.2060874297,16.1401768168639,-2.9975619917160423,7.81599879211498,272.99756199171605,2002.375,2016.7916666666667,Nanumea,WM,1,531107525759.11804,20.704449446779787,20.704449446779787
2923,129,2496917.6857603686,2496893.197340512,-728679.755322387,-728582.8738481544,-97.23840660027062,-71.25020640852297,-3.956215827750631,0.2527667962363332,2496905.44155044,-728631.3145852707,9149665.513673259,-1359766.1035510423,245.05944495243565,969.5080548606103,2495935.9334955798,-728876.3740302231,3.33690451683829,14.18534676641963,6.631754160532732,255.81465323358037,2002.375,2016.7916666666667,Nanumea,WM,1,530974185816.6937,30.019347431742972,30.019347431742972
2924,130,2496893.197340512,2496826.1444872255,-728582.8738481544,-728511.644817061,-97.24058253589315,-71.25069574974295,-1.0622818806655163,0.9413697232353272,2496859.6709138686,-728547.2593326077,1923821.527643659,-3079015.3566982467,685.4393120273669,728.1297614625089,2496131.541152406,-729232.6986446352,10.58910103480623,43.27016634965933,17.31368228031142,226.72983365034068,2002.375,2016.7916666666667,Nanumea,WM,1,530833004064.83575,30.019347431742972,30.019347431742972
2925,131,2496826.1444872255,2496787.977746982,-728511.644817061,-728420.193897221,-97.2417202162164,-71.2514474346977,-2.396089350491952,0.41734670695593445,2496807.061117104,-728465.919357141,5254106.890018659,-1770500.1242186888,385.1500609885506,922.8539594759919,2495884.2071576277,-728851.0694181295,1.6742713074186366,22.653056546941098,14.169914296518531,247.34694345305888,2002.375,2016.7916666666667,Nanumea,WM,1,530729216634.0597,17.768940322621297,17.768940322621297
2926,132,2496787.977746982,2496735.9673498604,-728420.193897221,-728335.7506531377,-97.24363259135734,-71.25202957696618,-1.6235839131473169,0.6159213526952853,2496761.9725484215,-728377.9722751793,3325324.6013124003,-2266186.9837653516,524.4288633454471,851.4542661178007,2495910.5182823036,-728902.4011385248,9.486198996216503,31.6298025689023,-1.7191905937970917,238.3701974310977,2002.375,2016.7916666666667,Nanumea,WM,1,530595978877.265,38.85079137382684,38.85079137382684
2927,133,2496735.9673498604,2496669.274009663,-728335.7506531377,-728263.0318182437,-97.24524054457159,-71.2527010858822,-1.0903462726411433,0.9171398344653413,2496702.6206797617,-728299.3912356907,1993971.005115862,-3018124.819475111,675.9140968250565,736.9804160988051,2495965.640263663,-728975.3053325157,24.295496943909473,42.525175359462985,6.905262375634779,227.474824640537,2002.375,2016.7916666666667,Nanumea,WM,1,530472965679.46954,38.85079137382684,38.85079137382684
2928,134,2496669.274009663,2496607.3912540283,-728263.0318182437,-728188.8415565952,-97.24641896250205,-71.25345438532113,-1.1988842592318623,0.8341088743968584,2496638.332631846,-728225.9366874194,2264954.4612997826,-2810694.126095018,640.5358106529525,767.9283008661453,2495870.40433098,-728866.4724980724,10.784613200270964,39.83178516207554,-11.277128684593198,230.16821483792447,2002.375,2016.7916666666667,Nanumea,WM,1,530367043513.1002,13.184476080417653,13.184476080417653
2929,135,2496607.3912540283,2496551.073705427,-728188.8415565952,-728112.631496429,-97.24767937034761,-71.25417369502583,-1.3532204802726469,0.7389778787552196,2496579.232479728,-728150.7365265121,2650271.4114884213,-2573067.5618887153,594.3117140991644,804.2347831849312,2495774.997696543,-728745.0482406112,6.13897353495217,36.46358129822226,-28.94395228122931,233.53641870177773,2002.375,2016.7916666666667,Nanumea,WM,1,530258988967.5361,12.072819691069029,12.072819691069029
2930,136,2496551.073705427,2496535.262088571,-728112.631496429,-728013.6457573914,-97.24904250664774,-71.2548546439052,-6.260317331311345,0.1597363116081099,2496543.167896999,-728063.1386269102,14901089.323725602,-1126851.736037203,157.73660807695865,987.4812213264494,2495555.6866756724,-728220.8752349871,9.282892177645158,9.075545199718464,-23.599913566677426,260.9244548002815,2002.375,2016.7916666666667,Nanumea,WM,1,530148004144.6546,12.072819691069029,12.072819691069029
2921,127,2496928.8952166373,2496912.894957164,-728868.0030490233,-728771.2437789502,-97.23383609492181,-71.24954613274586,-6.047356309044822,0.16536151483323952,2496920.8950869003,-728819.6234139868,14370950.704675624,-1141714.245044325,163.1459911318226,986.601938766398,2495934.293148134,-728982.7694051185,12.539347774549443,9.389548225878373,-8.356043574422719,260.61045177412166,2002.375,2016.7916666666667,Nanumea,WM,1,531248565868.6711,10.882086583860739,10.882086583860739
2938,144,2496447.0464452235,2496444.4217128446,-727345.7669099511,-727244.8559061293,-97.2671217932745,-71.25800841372555,-38.44620679583224,0.02601036833907903,2496445.734079034,-727295.3114080402,95251573.63556772,-792228.7844899584,26.001574283281577,999.661901912237,2495446.072177122,-727321.3129823235,0.9904040782248336,1.4899483871438561,28.528641102743165,268.51005161285616,2002.375,2016.7916666666667,Nanumea,WM,1,529031864641.82495,7.775117872322583,7.775117872322583
2967,174,2497231.498427669,2497264.9929418825,-729594.6590057604,-729689.9392937827,-97.21864251082368,-71.24492437385247,-2.8446535278932217,0.35153665998143885,2497248.2456847755,-729642.2991497716,6374163.732962584,-1607516.6065823052,331.6416018069878,943.4054525764069,2498191.651137352,-729310.6575479646,6.921229476268799,19.368444358684904,1.3556247178919514e-10,70.6315556413151,2002.375,2016.7916666666667,Nanumea,WM,1,532308366449.7319,-1.2032537042117988,-1.2032537042117988
2958,165,2496930.04779975,2496963.542313963,-728737.1364135605,-728832.4167015826,-97.23709770288417,-71.24993368302246,-2.844653527929294,0.3515366599769811,2496946.7950568567,-728784.7765575715,6374163.733052661,-1606553.1130320863,331.64160180324484,943.4054525777228,2497890.2005094346,-728453.1349557682,13.299197475895879,19.368444358456994,1.24610402067504e-10,70.631555641543,2002.375,2016.7916666666667,Nanumea,WM,1,531057813988.23627,20.704449446779787,20.704449446779787
2981,190,2497767.4106550803,2497800.9051692938,-731119.143614116,-731214.4239021383,-97.18585893466712,-71.23601404285867,-2.8446535278932217,0.35153665998143885,2497784.1579121873,-731166.7837581271,6374163.732962577,-1609229.4839851283,331.6416018069878,943.4054525764069,2498727.5633647637,-730835.1421563202,25.42684476930062,19.368444358684904,-1.3556247178919514e-10,70.6315556413151,2002.375,2016.7916666666667,Nanumea,WM,1,534535202159.0384,-2.8245997511737793,-2.8245997511737793
2983,192,2497834.399683507,2497867.89419772,-731309.7041901605,-731404.9844781827,-97.18176329557646,-71.23489981154,-2.8446535279327696,0.3515366599765516,2497851.1469406136,-731357.3443341716,6374163.73306136,-1609443.5936482735,331.6416018028843,943.4054525778496,2498794.5523931915,-731025.7027323687,5.591627585804,19.36844435843812,-1.24610402067504e-10,70.63155564156189,2002.375,2016.7916666666667,Nanumea,WM,1,534813883442.7001,-25.203232009400438,-25.203232009400438
2984,193,2497867.89419772,2497901.3887119335,-731404.9844781827,-731500.2647662049,-97.17971566830302,-71.23434265924078,-2.844653527889746,0.3515366599818684,2497884.641454827,-731452.6246221939,6374163.732953892,-1609550.6484992306,331.6416018073485,943.4054525762801,2498828.0469074035,-731120.9830203865,2.505842732461853,19.368444358703783,0.0,70.63155564129622,2002.375,2016.7916666666667,Nanumea,WM,1,534953251319.53076,41.20473361729364,41.20473361729364
2985,194,2497901.3887119335,2497934.8832261465,-731500.2647662049,-731595.5450542271,-97.17766816920296,-71.23378548251807,-2.8446535279327696,0.3515366599765516,2497918.13596904,-731547.904910216,6374163.733061361,-1609657.703323626,331.6416018028843,943.4054525778496,2498861.541421618,-731216.2633084131,-3.969818004243435,19.36844435843812,1.24610402067504e-10,70.63155564156189,2002.375,2016.7916666666667,Nanumea,WM,1,535092637353.02783,11.375267593306344,11.375267593306344
2986,195,2497934.8832261465,2497968.37774036,-731595.5450542271,-731690.8253422494,-97.17562079827051,-71.23322828137422,-2.8446535278932217,0.35153665998143885,2497951.630483253,-731643.1851982382,6374163.732962573,-1609764.7581735104,331.6416018069878,943.4054525764069,2498895.0359358294,-731311.5435964313,0.5050779698090068,19.368444358684904,-1.3556247178919514e-10,70.6315556413151,2002.375,2016.7916666666667,Nanumea,WM,1,535232041543.19165,3.2554704242572834,3.2554704242572834
2987,196,2497968.37774036,2498001.8722545733,-731690.8253422494,-731786.1056302716,-97.17357355549977,-71.23267105581152,-2.8446535278932217,0.35153665998143885,2497985.124997467,-731738.4654862605,6374163.732962574,-1609871.8130111871,331.6416018069878,943.4054525764069,2498928.5304500433,-731406.8238844535,8.706768868630617,19.368444358684904,-1.3353890841025815,70.6315556413151,2002.375,2016.7916666666667,Nanumea,WM,1,535371463890.02203,60.89594336675005,60.89594336675005
2988,197,2498001.8722545733,2498035.366768786,-731786.1056302716,-731881.3859182938,-97.17152644088497,-71.23211380583234,-2.8446535279327696,0.3515366599765516,2498018.6195116797,-731833.7457742827,6374163.733061364,-1609978.867836655,331.6416018028843,943.4054525778496,2498962.0249642576,-731502.1041724798,16.218705586221756,19.36844435843812,8.035038282610556,70.63155564156189,2002.375,2016.7916666666667,Nanumea,WM,1,535510904393.51904,51.2281553199854,51.2281553199854
2989,198,2498035.366768786,2498046.514787166,-731881.3859182938,-731918.549698489,-97.16947945442011,-71.23155653143897,-3.3336669289010685,0.2999699794033252,2498040.940777976,-731899.9678083914,7595736.50350406,-1481237.2573622242,287.32150494894677,957.8341990103885,2498998.7749769865,-731612.6463034425,10.764644413962204,16.697666190229466,18.472325066273807,73.30233380977053,2002.375,2016.7916666666667,Nanumea,WM,1,535650363053.68256,-41.705812661307846,-41.705812661307846
2982,191,2497800.9051692938,2497834.399683507,-731214.4239021383,-731309.7041901605,-97.18381105102922,-71.23545693941341,-2.8446535278932217,0.35153665998143885,2497817.6524264,-731262.0640461494,6374163.732962575,-1609336.5388228046,331.6416018069878,943.4054525764069,2498761.0578789767,-730930.4224443424,7.315610861996161,19.368444358684904,1.3556247178919514e-10,70.6315556413151,2002.375,2016.7916666666667,Nanumea,WM,1,534674533722.53595,-23.620830468190935,-23.620830468190935
2991,1,2497989.588531866,2497909.156595114,-731838.560621129,-731784.9457413922,-97.17010926260329,-71.2320523741996,-0.6665869541606678,1.500179374586094,2497949.37256349,-731811.7531812605,933288.7107233875,-4479183.880661283,832.0809056496212,554.654276512231,2497394.718286978,-732643.8340869101,59.6626753305695,56.31309449123948,13.237878492595577,213.68690550876053,2002.375,2016.7916666666667,Nanumea,WM,1,535587678812.0059,-76.68707132446254,-76.68707132446254
2979,188,2497700.421626654,2497733.9161408674,-730928.5830380716,-731023.8633260938,-97.18995508652173,-71.2371281764554,-2.844653527889746,0.3515366599818684,2497717.1688837605,-730976.2231820826,6374163.732953895,-1609015.374310848,331.6416018073485,943.4054525762801,2498660.574336337,-730644.5815802753,61.6493125833544,19.368444358703783,0.0,70.63155564129622,2002.375,2016.7916666666667,Nanumea,WM,1,534256593502.0432,-20.456027385538064,-20.456027385538064
2990,0,2498046.514787166,2497989.588531866,-731918.549698489,-731838.560621129,-97.16866296436612,-71.23135446626235,-1.4051350635815998,0.7116753584179044,2498018.051659516,-731878.5551598091,2778174.198686769,-2509656.4474089905,579.8290656169471,814.7381509821288,2497203.313508534,-732458.384225426,1.9864395259156573,35.438520923905784,15.248054867907314,234.5614790760942,2002.375,2016.7916666666667,Nanumea,WM,1,535704763392.73956,-41.705812661307846,-41.705812661307846
2998,8,2496599.387959215,2496632.1675390373,-726968.2824568583,-727061.3623960047,-97.27793903290538,-71.25793321438783,-2.8395708441232252,0.35216589227544703,2496615.777749126,-727014.8224264316,6362302.549048016,-1606237.7454664116,332.1697768148102,943.2196135422541,2497558.997362668,-726682.6526496168,5.509519897464822,19.400525134609513,1.0245238334633031,70.59947486539048,2002.375,2016.7916666666667,Nanumea,WM,1,528482883698.27454,16.931063823231707,16.931063823231707
2997,7,2497626.8969916753,2496599.387959215,-731387.2881747985,-726968.2824568583,-97.17787871085775,-71.23632124364518,-4.300697685701844,0.23252041251925545,2497113.142475445,-729177.7853158284,10010150.927463977,-1309807.563311473,226.47863320744972,974.0161336961958,2496139.1263417485,-729404.2639490359,15.511905269808565,13.089842356605757,-2.026521991090026,256.91015764339426,2002.375,2016.7916666666667,Nanumea,WM,1,534927365303.6857,44.19486452760175,44.19486452760175
2980,189,2497733.9161408674,2497767.4106550803,-731023.8633260938,-731119.143614116,-97.187906946496,-71.23657112187344,-2.8446535279327696,0.3515366599765516,2497750.663397974,-731071.5034701049,6374163.733061357,-1609122.4291352446,331.6416018028843,943.4054525778496,2498694.0688505517,-730739.861868302,43.53807867601134,19.36844435843812,1.24610402067504e-10,70.63155564156189,2002.375,2016.7916666666667,Nanumea,WM,1,534395888752.2074,-22.038428926747567,-22.038428926747567
2995,5,2497720.1155969542,2497670.3347754786,-731562.8651163415,-731476.0748423035,-97.17440299130985,-71.23504289432437,-1.7434480079924872,0.573576037493347,2497695.2251862166,-731519.4699793225,3623082.2949439334,-2164137.6001076857,497.5425518277261,867.4395708755478,2496827.7856153413,-732017.0125311502,22.88589502294133,29.837549282653303,-15.041790409409677,240.1624507173467,2002.375,2016.7916666666667,Nanumea,WM,1,535184225617.23047,24.113754520742702,24.113754520742702
2994,4,2497765.8143172045,2497720.1155969542,-731649.1935679162,-731562.8651163415,-97.17269293983846,-71.23441540638204,-1.889078098946045,0.5293587388249963,2497742.9649570794,-731606.0293421289,3986825.502554849,-2053808.0951808153,467.85111491814394,883.8072947593552,2496859.15766232,-732073.880457047,16.28091002080044,27.89489793025471,-11.897465759098528,242.10510206974527,2002.375,2016.7916666666667,Nanumea,WM,1,535310542448.5821,14.00591454637376,14.00591454637376
2993,3,2497832.684746126,2497765.8143172045,-731720.4695671143,-731649.1935679162,-97.17155642714769,-71.23366459649755,-1.0658821895937345,0.9381899892530846,2497799.2495316654,-731684.8315675152,1930674.901688883,-3075095.082641991,684.2088979443892,729.2860782804815,2497069.963453385,-732369.0404654596,-0.7557209998471914,43.17342317543204,-13.237772604293266,226.82657682456795,2002.375,2016.7916666666667,Nanumea,WM,1,535414845583.5182,-14.411343117036676,-14.411343117036676
2992,2,2497909.156595114,2497832.684746126,-731784.9457413922,-731720.4695671143,-97.17067939248592,-71.23285778236672,-0.8431360707401139,1.1860481773982097,2497870.92067062,-731752.7076542532,1374292.3656159644,-3694347.9604916302,764.5227689247856,644.5967233825958,2497226.3239472373,-732517.230423178,-42.315224304945566,49.864554094243715,-3.7718114968251877,220.13544590575628,2002.375,2016.7916666666667,Nanumea,WM,1,535509206813.73236,-14.411343117036676,-14.411343117036676
2977,186,2497633.4325982276,2497666.927112441,-730738.0224620271,-730833.3027500494,-97.19405175118705,-71.23824221231159,-2.8446535278932217,0.35153665998143885,2497650.1798553346,-730785.6626060383,6374163.732962579,-1608801.2646344225,331.6416018069878,943.4054525764069,2498593.585307911,-730454.0210042313,97.87178039840262,19.368444358684904,1.095206972169114e-11,70.6315556413151,2002.375,2016.7916666666667,Nanumea,WM,1,533978057471.7141,-18.87362584334122,-18.87362584334122
2978,187,2497666.927112441,2497700.421626654,-730833.3027500494,-730928.5830380716,-97.19200335475013,-71.23768520660224,-2.8446535279327696,0.3515366599765516,2497683.6743695475,-730880.9428940605,6374163.7330613565,-1608908.319459892,331.6416018028843,943.4054525778496,2498627.0798221254,-730549.3012922576,79.76054649102095,19.36844435843812,0.0,70.63155564156189,2002.375,2016.7916666666667,Nanumea,WM,1,534117316408.54535,68.24255595503529,68.24255595503529
2974,181,2497465.9600271615,2497499.454541375,-730261.621021916,-730356.9013099383,-97.20429565670442,-71.24102687421473,-2.8446535278932217,0.35153665998143885,2497482.707284268,-730309.2611659272,6374163.73296258,-1608265.9904460404,331.6416018069878,943.4054525764069,2498426.1127368445,-729977.6195641202,78.79598643709305,19.368444358684904,0.0,70.6315556413151,2002.375,2016.7916666666667,Nanumea,WM,1,533282035137.5565,-12.544019677054727,-12.544019677054727
2976,183,2497532.949055588,2497566.4435698013,-730452.1815979604,-730547.4618859827,-97.2001977098075,-71.23991308279152,-2.8446535278932217,0.35153665998143885,2497549.696312695,-730499.8217419715,6374163.73296258,-1608480.1001213933,331.6416018069878,943.4054525764069,2498493.1017652713,-730168.1801401646,99.33163128360006,19.368444358684904,-1.24610402067504e-10,70.6315556413151,2002.375,2016.7916666666667,Nanumea,WM,1,533560389601.2197,-15.7088227597076,-15.7088227597076
2959,166,2496963.542313963,2496997.0368281766,-728832.4167015826,-728927.6969896049,-97.23504661271825,-71.24937719103875,-2.8446535278932217,0.35153665998143885,2496980.28957107,-728880.0568455937,6374163.73296259,-1606660.1678808937,331.6416018069878,943.4054525764069,2497923.6950236466,-728548.4152437868,31.923577461738237,19.368444358684904,-1.24610402067504e-10,70.6315556413151,2002.375,2016.7916666666667,Nanumea,WM,1,531196691635.06934,20.704449446779787,20.704449446779787
2960,167,2496997.0368281766,2497030.53134239,-728927.6969896049,-729022.9772776271,-97.23299565088348,-71.24882067456855,-2.8446535278932217,0.35153665998143885,2497013.784085283,-728975.337133616,6374163.732962588,-1606767.22271857,331.6416018069878,943.4054525764069,2497957.1895378595,-728643.695531809,23.196887511559627,19.368444358684904,1.1365973161396705e-10,70.6315556413151,2002.375,2016.7916666666667,Nanumea,WM,1,531335587438.5692,10.882086583860739,10.882086583860739
2961,168,2497030.53134239,2497064.025856603,-729022.9772776271,-729118.2575656493,-97.23094481737414,-71.24826413361426,-2.8446535279327696,0.3515366599765516,2497047.2785994965,-729070.6174216382,6374163.733061341,-1606874.277544043,331.6416018028843,943.4054525778496,2497990.6840520743,-728738.9758198353,22.19718905141823,19.36844435843812,-1.24610402067504e-10,70.63155564156189,2002.375,2016.7916666666667,Nanumea,WM,1,531474501398.7356,18.391667615431224,18.391667615431224
2962,169,2497064.025856603,2497097.5203708163,-729118.2575656493,-729213.5378536716,-97.22889411218428,-71.24770756817814,-2.8446535278932217,0.35153665998143885,2497080.77311371,-729165.8977096605,6374163.732962588,-1606981.3323939233,331.6416018069878,943.4054525764069,2498024.1785662863,-728834.2561078535,-44.41788263844915,19.368444358684904,1.095206972169114e-11,70.6315556413151,2002.375,2016.7916666666667,Nanumea,WM,1,531613433515.5686,21.671145463254266,21.671145463254266
2963,170,2497097.5203708163,2497131.0148850293,-729213.5378536716,-729308.8181416938,-97.22684353530819,-71.24715097826261,-2.8446535279327696,0.3515366599765516,2497114.267627923,-729261.1779976827,6374163.733061342,-1607088.3872193955,331.6416018028843,943.4054525778496,2498057.6730805007,-728929.5363958798,-34.15006021567356,19.36844435843812,0.0,70.63155564156189,2002.375,2016.7916666666667,Nanumea,WM,1,531752383789.0681,21.671145463254266,21.671145463254266
